mbid,discogs_master_id,genre,year,decade
0878c0a9-fc47-3032-b4dd-3147d684c27e,86889,Funk / Soul,2003,2000s
323d97b9-90f1-3fce-a306-c6ec4c379fac,166303,Funk / Soul,2003,2000s
aae77db5-97fd-3f32-b7f2-6c7f1b0ec7dd,89689,Funk / Soul,2003,2000s
80310857-68e9-3c44-a6ce-a15232c1ddbf,83713,Funk / Soul,2003,2000s
fa64febd-61e0-346e-aaa2-04564ed4f0a3,26106,Funk / Soul,2003,2000s
258cba81-d796-3294-90b1-918df42cacc3,51798,Funk / Soul,2003,2000s
024b3659-6830-3c9d-bd74-a573bcfb4276,456608,Funk / Soul,2003,2000s
a687cb55-852f-314a-8b2c-7336a6d82bec,638254,Funk / Soul,2003,2000s
af393e0b-ea92-48fd-a1dc-a0b391e62676,603368,Funk / Soul,2013,2010s
d64e829c-be74-43fa-a096-f98b40f8fcc9,556339,Funk / Soul,2013,2010s
abd9fca5-f569-43bd-abe9-d2eb3830f876,621482,Funk / Soul,2013,2010s
f5806281-38d9-4619-86d9-f6ba11b5bf4c,541798,Funk / Soul,2013,2010s
1914383a-9c2e-4b60-bcb4-797bc477a5b9,569709,Funk / Soul,2013,2010s
168c5d35-c858-461a-aedc-bbdcc527efde,579438,Funk / Soul,2013,2010s
7cc6c164-bd3d-4920-9342-9cb8cd87d8de,602854,Funk / Soul,2013,2010s
d4161102-f277-43d9-a677-58869ac4cbeb,558635,Funk / Soul,2013,2010s
4f43a558-0559-4cfd-9851-a3dea9bbab04,607653,Funk / Soul,2013,2010s
56c54ef0-e424-452e-9094-13c7ca755f7b,594478,Funk / Soul,2013,2010s
66b59c18-343b-41f2-b4eb-f0276ed33a70,620649,Funk / Soul,2013,2010s
64701f75-369a-436a-83f7-788596fc8165,522501,Funk / Soul,2013,2010s
2f7d1bce-1485-487c-8272-baa0dffa270a,594351,Funk / Soul,2013,2010s
e67b4c67-fded-4c96-9eda-cece5ae74769,1397355,Funk / Soul,2013,2010s
bed11da2-10d5-471d-b810-fd7f855a4d64,710738,Funk / Soul,2013,2010s
724043b8-2fe3-4062-a820-39345fa9e5d5,518990,Funk / Soul,2013,2010s
deae6fc2-a675-4f35-9565-d2aaea4872c7,533208,Funk / Soul,2013,2010s
c8192cd0-3864-4a96-9d9e-2f7a0b0655e9,618661,Funk / Soul,2013,2010s
c8d9bbaa-1a2b-4eec-8719-e1e31ac621dd,556671,Funk / Soul,2013,2010s
c7400a4b-26cc-4720-aadc-e061b86d693a,595570,Funk / Soul,2013,2010s
1237b040-fb8f-4f23-8000-fb6909486c83,593431,Funk / Soul,2013,2010s
ff4ea1e2-b924-4b20-b8ec-f8d59be1da62,564240,Funk / Soul,2013,2010s
8af267df-3ff3-4cff-bc37-0b4d0392f4b9,520340,Funk / Soul,2013,2010s
6b6b7516-4809-4919-89e0-c4b33ac68a2b,630882,Funk / Soul,2013,2010s
6181bd87-8df0-4c2b-8b6c-28fb336bc628,620408,Funk / Soul,2013,2010s
0b6c2da8-ac60-4663-beae-bd3dc6dea94a,600753,Funk / Soul,2013,2010s
aa997ea0-2936-40bd-884d-3af8a0e064dc,556257,Funk / Soul,2013,2010s
5438474e-1cba-457e-920d-d54abaae76a6,634658,Funk / Soul,2013,2010s
d162aaf2-dfd2-44d9-8246-857e8f99e5c2,577754,Funk / Soul,2013,2010s
5abc64d9-2699-4f26-82cb-87ed127f42eb,591509,Funk / Soul,2013,2010s
b9a4e9ad-400c-4219-ae45-519c2d8167f7,541517,Funk / Soul,2013,2010s
306dfb33-69c2-4dd6-88eb-34cf88bed2e9,570199,Funk / Soul,2013,2010s
99d9e4d2-d07b-4cd1-b94c-dcad78a7d609,612118,Funk / Soul,2013,2010s
e46bad61-72c7-499e-bcd5-6e4e54b0664f,558783,Funk / Soul,2013,2010s
de9470f4-f4a3-4ddf-967b-ac77c886ad49,596234,Funk / Soul,2013,2010s
fe51b20f-83e4-49dd-9a36-b8d4da138325,605094,Funk / Soul,2013,2010s
5d4dfd95-8466-465a-97b3-4a44521a4c32,514656,Funk / Soul,2013,2010s
7cd848cc-549d-4bdb-bcce-991b2b2384f2,688039,Funk / Soul,2013,2010s
f7b59bee-62d7-4bc8-ad47-cda988cd8ded,629407,Funk / Soul,2013,2010s
2d51ae70-ec66-49ec-8b21-982c441c71a2,575626,Funk / Soul,2013,2010s
f5390c3d-3a9c-466f-85bd-909cc0f820ed,553618,Funk / Soul,2013,2010s
ceaf2d8d-51aa-47b7-a423-97655fec0b68,599515,Funk / Soul,2013,2010s
de7b932c-e804-4484-835b-e215fd0b2279,554333,Funk / Soul,2013,2010s
81c7faa8-8027-4977-bd0a-174bb034347b,637869,Funk / Soul,2013,2010s
244904a5-0ad5-47d5-b08c-723c9719fc0b,556646,Funk / Soul,2013,2010s
4e092365-f3e4-326d-bcff-706a0f062d4b,163749,Funk / Soul,1966,1960s
ca2f3772-14cd-3700-9ec8-1c7b0ad263ad,90313,Funk / Soul,1966,1960s
4578d97d-ab45-4aec-ae32-ba184df0fd36,36397,Funk / Soul,1966,1960s
ec665f2b-29e1-3bc3-ae4e-b968dfb20341,178263,Funk / Soul,1966,1960s
c0bdec72-e1a2-3f9d-a1c1-9da30e9c31d4,268543,Funk / Soul,1966,1960s
49640732-b798-3337-8525-fdc5d9f3808f,238832,Funk / Soul,1966,1960s
829bda02-3258-37e7-a346-a76e661a94b2,271739,Funk / Soul,1966,1960s
aeea2d91-3d98-389e-92fc-ff0db34762be,144195,Funk / Soul,1966,1960s
8982e517-0231-3ada-85da-1b3d735b4472,161643,Funk / Soul,1966,1960s
c3297cdd-5485-3418-8b46-bf78f84c5aa0,278955,Funk / Soul,1966,1960s
13fcccc9-e9f5-387b-96ee-db402bf937fd,100585,Funk / Soul,1966,1960s
98862600-d637-3a2b-8e8f-2ae9c8faa5c1,190169,Funk / Soul,1966,1960s
301e715e-2eca-3b41-8edc-cfe2bd815a81,305348,Funk / Soul,1966,1960s
c173667a-1525-3002-8eec-cff495632979,309042,Funk / Soul,1966,1960s
29384cfa-9624-445d-8e23-24ea74f432f3,292359,Funk / Soul,1966,1960s
7db7e3b3-3b46-36c9-b72d-731ddae0e056,303750,Funk / Soul,1966,1960s
4c768dad-f8fe-376c-ba0d-32956254d9d7,182928,Funk / Soul,1966,1960s
85510f86-d728-3f58-98f5-daaa51d96342,483952,Funk / Soul,1966,1960s
a6eeb3d8-84f7-3c19-95a0-578148f913c4,332221,Funk / Soul,1966,1960s
5ff29756-3878-388c-a4ab-add12b24fb89,49025,Funk / Soul,1966,1960s
c3726949-bc72-3266-8807-3fe3428e9ac4,260642,Funk / Soul,1966,1960s
76679771-7340-347c-8559-576efff3f1bc,194741,Funk / Soul,1966,1960s
a2177608-5ae4-3056-a8fd-35903bda3981,141639,Funk / Soul,1966,1960s
fdb2005c-78ac-38c8-951d-696e44b6e29c,196421,Funk / Soul,1966,1960s
0420409b-b066-47e5-9932-668eec406384,135051,Funk / Soul,1966,1960s
0e2ea33e-5aaa-483f-844e-7a3343028982,223309,Funk / Soul,1966,1960s
3a2b2b44-bf51-3374-af8f-9b244cd32eda,65272,Funk / Soul,1966,1960s
106f2504-6df1-390e-8662-e6d83bd369e7,103285,Funk / Soul,1966,1960s
8b5e2263-efd1-3cfa-9bf8-5c87689c0770,49125,Funk / Soul,1966,1960s
ba0c43fd-d276-3559-b258-01824486c7cc,82576,Funk / Soul,1966,1960s
d1714d38-f703-32d2-a58f-a9a8767a9e7c,219659,Funk / Soul,1966,1960s
b8713cd8-7d75-3879-a7fd-a6978a6d2839,340447,Funk / Soul,1966,1960s
f403c560-d813-4352-82d6-fcafcea68604,305350,Funk / Soul,1966,1960s
4c70377c-2499-44b8-8e3a-3a87257dbb01,274846,Funk / Soul,1966,1960s
55a5f466-492e-3284-997a-830b3f333e58,90309,Funk / Soul,1966,1960s
c2223b2e-9443-3ba3-8288-ba9e68c7a0c0,188170,Funk / Soul,1966,1960s
56164d89-27cb-49c1-bce0-a06b329fff57,222077,Funk / Soul,1966,1960s
204b47db-532e-48ec-a8ae-2e17981bd909,312925,Funk / Soul,1966,1960s
d9021c1f-cad0-4fbe-939e-4e95ae8c4b06,512653,Funk / Soul,1966,1960s
9ade66b3-67ec-4986-8bf5-3ec4b76b7500,407695,Funk / Soul,1966,1960s
d542c041-b73a-417a-8378-ee1fe5c8831f,288436,Funk / Soul,1966,1960s
963cbee0-36b9-358c-9337-dc92cdc1b894,216683,Funk / Soul,1966,1960s
466726fd-94be-3660-bf98-eb290c21e7c2,100590,Funk / Soul,1966,1960s
1bd3ecb6-e064-3eef-a850-25eb5c0a50ee,220031,Funk / Soul,1966,1960s
aaebaeef-931d-4c3f-afe8-944d8b72cf42,317332,Funk / Soul,1966,1960s
04aa88cb-cc8f-4fa4-8b0a-2509cfed0f56,243013,Funk / Soul,1966,1960s
fffd4bf8-420d-4f0d-a8bc-89e5c5570300,86434,Funk / Soul,1966,1960s
5ac8f2b5-ffc4-4e27-b80e-de853ea04816,245993,Funk / Soul,1966,1960s
5881ae5f-56bd-4526-97d9-5b0e3e1a409b,347814,Funk / Soul,1966,1960s
f9496117-f503-39ac-a4c9-3ac9e5167fdf,109753,Funk / Soul,1966,1960s
c2a3429f-9761-34f5-b1cd-0564f23c3542,33159,Funk / Soul,1966,1960s
98f51bec-e576-3603-9f84-a8fc97169687,178693,Funk / Soul,1966,1960s
f2689784-8a09-34a9-b53d-e49d9c3e0f23,103299,Funk / Soul,1966,1960s
915a045a-aa9c-46fd-aca7-7e0a02f9b1dc,298579,Funk / Soul,1966,1960s
e1f8ff27-7458-4dc7-81f8-d58ad32e089a,290765,Funk / Soul,1966,1960s
9a192daf-2d2c-4cd6-bcd2-5d235d945e19,216053,Funk / Soul,1966,1960s
5a61068a-150f-3e8d-952f-2aa4ffc463c7,184998,Funk / Soul,1966,1960s
059d1a70-2ced-313d-b244-9793720f64b4,76229,Funk / Soul,1966,1960s
5f568f57-1bda-4b71-9960-bb9a4916b7ca,234228,Funk / Soul,1966,1960s
899d5ca1-0ced-4509-9029-c4e2c9756832,101796,Funk / Soul,1966,1960s
7d0d9340-490a-3db1-a482-d4aced089790,210689,Funk / Soul,2004,2000s
0ee013ee-5f59-35d5-b6b8-26a0cb3e4372,136803,Funk / Soul,2004,2000s
5949b01b-4f5f-365a-ac61-7ac3d429351a,14355,Funk / Soul,2004,2000s
273ee9dc-da60-3f76-9b00-57438df6c9e4,47773,Funk / Soul,2004,2000s
9c77fe28-dabb-3cc7-bab1-2b9a6de68baf,569861,Funk / Soul,2004,2000s
f27ac717-b7d2-4f6b-b8f2-26151521c5d4,534434,Funk / Soul,2004,2000s
5b505a91-5bed-3ecb-8829-21389a924f3b,48594,Funk / Soul,2004,2000s
5f159cdf-c62d-3311-80e5-7d3857a1e09e,41069,Funk / Soul,2004,2000s
0a9c2e3d-684c-3425-a9a5-764cd681e01c,109262,Funk / Soul,2004,2000s
4e2c2333-ae3b-34cd-b5f9-5c102c03ba04,184763,Funk / Soul,2004,2000s
aa47a96b-f119-3174-b5df-aee7d1bb481f,60294,Funk / Soul,2004,2000s
d0e531cc-3322-34bf-aae8-7e3ba0dcbe43,157323,Funk / Soul,2004,2000s
f61b0c36-d72c-3512-871e-f9d9d17cddbf,123957,Funk / Soul,2004,2000s
a6b84293-1cee-320e-a70d-927096c33637,208399,Funk / Soul,2004,2000s
bfdafe52-aeb7-3a93-9882-4999878a47c6,42068,Funk / Soul,2004,2000s
fa6e1004-d4f8-3a12-9cdd-2c0ec0c7ea41,112604,Funk / Soul,2004,2000s
ede71a28-47f2-39ee-909b-a344612b23ea,39295,Funk / Soul,2004,2000s
63b599a1-47fa-3c60-afe8-d5eba5505fb6,57748,Funk / Soul,2004,2000s
a46f5e03-afae-30db-994d-08fca0f4c2f4,170437,Funk / Soul,2004,2000s
baa86671-b1be-3db2-a31a-8694e05f1c72,173239,Funk / Soul,2004,2000s
6b57a9f1-c55e-33f4-af49-c9a40abfe7e8,234564,Funk / Soul,2004,2000s
3a497ab6-085e-383d-9610-52f4ef9b2f16,42100,Funk / Soul,2004,2000s
83285c5d-2e87-3bb6-aeaf-c54e6a588c38,378742,Funk / Soul,2004,2000s
1b97fe26-be57-3589-9138-1bd3611d166c,47323,Funk / Soul,2004,2000s
1947aa5a-8be2-307b-836f-050819cc8957,114585,Funk / Soul,2004,2000s
5a71bb55-f0ec-3439-9e85-3a4b41cfba1d,88665,Funk / Soul,2004,2000s
ef6318f9-c0b9-3705-9f7e-c8435fff7513,89703,Funk / Soul,2004,2000s
4d0fd091-18c3-3c0d-8161-017296db71e9,150397,Funk / Soul,2004,2000s
6e5edfb4-0905-3bc8-bbbb-19cbd8c39cca,1588,Funk / Soul,2004,2000s
1c1e52b5-79e0-3fc3-b8ac-c4a155c279dd,168516,Funk / Soul,2004,2000s
0771d37c-6c90-3fd5-8588-5e7be1bbd192,92938,Funk / Soul,2004,2000s
7a2167dd-c367-3bcf-ac16-086a76f5b700,154869,Funk / Soul,2004,2000s
334d16a4-3184-3cbb-b42c-6a17b918cfaf,225480,Funk / Soul,2004,2000s
2721d9cd-f5d1-360e-b0c8-708863b7c351,180966,Funk / Soul,2004,2000s
9b29b689-01a9-3da4-aa2b-b13ee0e100ac,135338,Funk / Soul,2004,2000s
1bb7b9b0-17cf-482d-b60f-710cbaa31a47,90547,Funk / Soul,1980,1980s
d78fb042-6b13-3d2a-a6b2-65c4f79db95b,15936,Funk / Soul,1980,1980s
e96edaca-dc3e-31b4-81ba-eaa0db2967b3,110470,Funk / Soul,1980,1980s
0ddbf81c-dd12-41d0-bfd3-fcfade1a562c,145305,Funk / Soul,1980,1980s
e2fa657c-44f7-4c27-b064-22228e1d4450,134959,Funk / Soul,1980,1980s
a121e149-e117-4be3-a2a6-cd7237b5c5b3,119974,Funk / Soul,1980,1980s
5a38da67-8ad6-4938-8242-27229e028d2b,81737,Funk / Soul,1980,1980s
f079a92a-eb4c-394b-8aee-e88c1a0c64da,76987,Funk / Soul,1980,1980s
dc16dd11-5f5c-45fb-9ba9-0eb508305b64,91517,Funk / Soul,1980,1980s
e4774353-e22f-368a-848a-1e50aa08a0ae,113391,Funk / Soul,1980,1980s
852c19ea-2083-35e7-a3a7-6ed67f9d268f,99454,Funk / Soul,1980,1980s
4cc13db6-73b3-34b0-b6a3-89e956c31571,87683,Funk / Soul,1980,1980s
907ce150-8905-3469-8518-e76c4081757a,108546,Funk / Soul,1980,1980s
6e8d77c5-5a33-35ae-8987-fa50da149273,138849,Funk / Soul,1980,1980s
b08b31de-8a7d-43c1-9432-fc64b072294e,36404,Funk / Soul,1980,1980s
895779e2-c137-3d00-8471-cbc324e93588,88144,Funk / Soul,1980,1980s
20858b2e-870f-419e-a7bc-c4ed5bdfabdc,77326,Funk / Soul,1980,1980s
56db2b72-3236-35c2-866c-7307d9d739e7,126733,Funk / Soul,1980,1980s
541949ff-cda8-3b8b-bb58-6325b543eaa6,81318,Funk / Soul,1980,1980s
7166286c-7bec-40fe-8e94-c053e2978217,19497,Funk / Soul,1980,1980s
03ee1735-6c11-42d3-80bc-740bda87522a,205680,Funk / Soul,1980,1980s
4088d3ca-c0e0-3d20-ab41-c41626c3d277,488412,Funk / Soul,1980,1980s
bf11d106-7295-4fa3-bc2b-07bd6839c113,143418,Funk / Soul,1980,1980s
7edcebf2-df30-33f7-a4fa-67f9ea2f80bb,251312,Funk / Soul,1980,1980s
a2680c5e-249e-384c-b96b-f4ff90745604,82631,Funk / Soul,1980,1980s
67a51501-ef3b-3800-bc84-ff41484a4bbb,246592,Funk / Soul,1980,1980s
9c333980-86f6-4046-a337-3442bed4aed8,6596,Funk / Soul,1980,1980s
7aadb22f-3543-4c2f-b396-70e562b5ec41,124366,Funk / Soul,1980,1980s
47690799-2c49-429d-84d4-6c10022d42b3,113374,Funk / Soul,1980,1980s
dec02b2c-8f25-339e-8e17-c4eda07df05b,85620,Funk / Soul,1980,1980s
9439a82a-47ae-321e-a8c6-ca03aa9e1d37,169392,Funk / Soul,1980,1980s
28061f6e-94bf-3beb-9e4b-e00dc661c06b,102330,Funk / Soul,1980,1980s
5a1c62db-7f3a-47f8-a40d-9ba6fd37055c,182193,Funk / Soul,1980,1980s
3a8fbff4-06a5-481a-abc5-d8d77eec4afd,215090,Funk / Soul,1980,1980s
1019448f-446f-317d-8258-08568c02d159,656365,Funk / Soul,1980,1980s
4ae3fc34-7044-3346-bad5-c40a89c13ca8,136896,Funk / Soul,1980,1980s
522074b0-879f-4c22-a89c-d730972eb863,55786,Funk / Soul,1980,1980s
84da7b8c-3957-3dc3-a065-fd78266b553a,120647,Funk / Soul,1980,1980s
145d67d2-7aa3-3fdf-9054-c51fdda97b3b,149104,Funk / Soul,1980,1980s
fcb3cc3d-2f7f-3dac-9288-af0efc0c08a5,126466,Funk / Soul,1980,1980s
ee6c37c1-1541-4bcc-9307-c7835b4bc5ad,612309,Funk / Soul,1980,1980s
ea3b2f57-e0d5-4b88-bf04-f6f6bd39e44e,173369,Funk / Soul,1980,1980s
88c14e78-b12f-4867-abbd-165393b1ab19,248152,Funk / Soul,1980,1980s
47f5743c-3342-334c-9aa0-2ae0798dc454,160165,Funk / Soul,1980,1980s
4ea2558e-abaf-33bf-b470-e73f2df0660b,175762,Funk / Soul,1980,1980s
1216475d-07fc-4499-acd5-d145f966906e,87089,Funk / Soul,1980,1980s
c045c2a6-3c16-3cf0-8124-de947d036fd1,101918,Funk / Soul,1980,1980s
37d41392-71df-3bd0-aa57-1f39fff41516,185407,Funk / Soul,1980,1980s
24c8b37f-a51d-3b4e-911d-e100bfeeaa8b,139778,Funk / Soul,1980,1980s
91b568e7-500e-4b6f-946e-bf7553e18281,784897,Funk / Soul,1980,1980s
faf2505a-2ee8-41a4-beb8-d7c883ac6101,87093,Funk / Soul,1980,1980s
e4eec599-cc81-3adc-9a23-0b91fe7c7a94,169068,Funk / Soul,1980,1980s
16bf6a5e-43f1-4120-871d-7a8c8b8b73b2,135556,Funk / Soul,1980,1980s
5bc3fbf1-28c2-47ce-a2d5-f8117b66425b,13682,Funk / Soul,1980,1980s
ab1d1ee3-a435-3e90-b879-e9e69bfe33de,115419,Funk / Soul,1980,1980s
6b51719d-35ca-4372-be50-2acf1088cddd,168904,Funk / Soul,1980,1980s
6e5f2d9b-d2b3-4b77-b3ec-92bf8d1d6f7f,157002,Funk / Soul,1980,1980s
a9f3a226-758a-33d3-b340-eef556895d9a,5683,Funk / Soul,1980,1980s
0c9215a1-8221-4198-8734-fcc82d665997,209075,Funk / Soul,1980,1980s
18e2d2b0-bd23-37aa-b37b-5d256750c722,158666,Funk / Soul,1980,1980s
677ffc63-3091-4b57-8685-a3b81afe20cb,85121,Funk / Soul,1980,1980s
085a8807-d19f-4d54-a76c-05586575ffb7,285379,Funk / Soul,1980,1980s
13fc86af-2a94-3a13-acc6-d68a7bade983,126893,Funk / Soul,1980,1980s
d9ba807f-b66a-4688-a4e8-11a673af979e,44206,Funk / Soul,1980,1980s
f403c3f3-da0e-46b2-acab-ec122a2addad,666138,Funk / Soul,1980,1980s
c06ebb5f-abd7-3936-9e94-b0f4ce7188f9,167775,Funk / Soul,1980,1980s
aab5def9-46ad-48e6-896d-22b5ddc63a96,152165,Funk / Soul,1980,1980s
e71a46f9-6813-4746-9d5f-0a0bdcd9e922,85573,Funk / Soul,1980,1980s
69136a0e-b1a8-3f44-9bf9-d504287876c9,94571,Funk / Soul,1980,1980s
4e95aa12-d024-3994-8053-7a22670102b5,139176,Funk / Soul,1980,1980s
7d8d4196-a416-4096-97d6-73604a67ad50,166795,Funk / Soul,1980,1980s
13cf2b60-5d19-36e1-b121-07ca9ad69cb8,49176,Funk / Soul,1980,1980s
9bd86a9b-c7f9-3546-9988-fc15665665be,150487,Funk / Soul,1980,1980s
04acb159-5916-3f3d-a901-e0878c1afd6f,278272,Funk / Soul,1980,1980s
dab6112e-e816-3adf-9038-ea4e33ca618e,141146,Funk / Soul,1980,1980s
a3ef1047-da04-444a-812b-02dccbc18bec,148768,Funk / Soul,1980,1980s
944c71c6-3bb2-4083-a6a7-aed530e6a670,80181,Funk / Soul,1980,1980s
b72f3550-d082-4bc2-9a52-f1d355b94a9a,122576,Funk / Soul,1980,1980s
c526d550-e534-4f6d-bd1d-396d2a424daf,478186,Funk / Soul,1980,1980s
d784a261-2f9c-41da-b508-3c372e5ce174,908396,Funk / Soul,1980,1980s
22f65ec9-1067-31bb-8ff0-8260e210b621,216716,Funk / Soul,1980,1980s
d97cb8fe-987b-34a7-be03-edb09f01682a,52618,Funk / Soul,1980,1980s
54400f2b-70b2-4d4f-bb57-fd15ee5cf258,167638,Funk / Soul,1980,1980s
bd6c9e28-a1c9-38d9-af38-78536b057b7e,122686,Funk / Soul,1980,1980s
7421197a-8cd2-454c-84bc-b4007d64bbf6,85676,Funk / Soul,1980,1980s
52ef82c9-a839-3cc2-bb9b-286367b89e5d,89629,Funk / Soul,2000,2000s
41d1ba18-ef50-35f8-a2ab-b95f3886f2ab,121476,Funk / Soul,2000,2000s
7352196c-f24f-383e-96d5-a34c5d25ed68,117904,Funk / Soul,2000,2000s
6ae6b102-c462-3b2f-be04-0c84a4db7f8b,92214,Funk / Soul,2000,2000s
5324b9a9-18d1-3aec-a4ae-efeae11e3816,14373,Funk / Soul,2000,2000s
335650be-4666-315d-b021-7f8be8ec1759,205123,Funk / Soul,2000,2000s
e5330083-c79f-47bc-9f32-32ed9c94c94e,143405,Funk / Soul,2000,2000s
95bc66b1-3821-3270-a9dc-e9eac51317fc,53753,Funk / Soul,2000,2000s
964639df-b3c6-3304-b614-5ca68034b1e5,7142,Funk / Soul,2000,2000s
dfa10ede-dfd6-3210-a0dd-949319a7fb94,163291,Funk / Soul,2000,2000s
761fa4d1-5a9d-32da-b126-9384b51468be,125701,Funk / Soul,2000,2000s
bd9be21c-34b8-3692-bba6-29d579bdd8d3,83498,Funk / Soul,2000,2000s
f0fbefee-5f2f-3995-89d7-2c6db5ed69ca,143318,Funk / Soul,2000,2000s
4bbd650a-8ff2-3521-bd2d-64cee81307de,149152,Funk / Soul,2000,2000s
330e3f20-4e1a-3b93-ae30-5c6f80765244,115324,Funk / Soul,2000,2000s
30231ed8-acc9-3ddb-8971-7253a8aa26bd,43394,Funk / Soul,2000,2000s
ad164022-75cf-3ace-ab7d-3ff9d8becdda,128067,Funk / Soul,2000,2000s
00d2cd53-21c9-3738-b683-56847b7b0040,26124,Funk / Soul,2000,2000s
941dcf8b-5ea1-30cd-855c-d4c0e5f485ed,176839,Funk / Soul,2000,2000s
9605c075-c64c-366b-ad7f-ec98523fc162,151766,Funk / Soul,2000,2000s
9713ae12-a4e5-3fbb-a660-d152390430ce,77156,Funk / Soul,2000,2000s
d4ec7e03-61fa-3aec-8f3c-fbcda6d3c552,110957,Funk / Soul,2000,2000s
fb75c2e9-df5a-3e86-b702-25318ce6e2b1,77794,Funk / Soul,2000,2000s
bf780e6d-0ad3-3517-977a-a2be9b81ae3e,88669,Funk / Soul,2000,2000s
ef0b7ec2-4d42-3ce0-b6ae-6227f3b34462,205668,Funk / Soul,2000,2000s
46737baf-db59-3d37-887a-4b335ed0926f,55768,Funk / Soul,2000,2000s
38c1dd77-0116-380c-a4f5-2ea8e13389a3,7877,Funk / Soul,2000,2000s
58f1a50b-5bf5-4255-b412-3afa608cca6a,1349755,Funk / Soul,2018,2010s
6ee2c096-526b-4c39-a939-8a38dea54d58,1357619,Funk / Soul,2018,2010s
765fa212-2b3d-4356-b37a-5abd813a3ee9,1449558,Funk / Soul,2018,2010s
fd207268-9747-4331-a325-a3ac431f90e7,1447766,Funk / Soul,2018,2010s
fd5b6f78-2545-4151-9cbd-55836490e3e3,1339273,Funk / Soul,2018,2010s
c3b6435c-2698-4909-9879-d80439e180fe,1354359,Funk / Soul,2018,2010s
84a797a2-f93b-40e7-ac75-e41208df7d2e,1404470,Funk / Soul,2018,2010s
329340b6-55a3-4894-b1fa-43bf1a639842,1465106,Funk / Soul,2018,2010s
849307b6-0a73-41e0-99fe-53241efc01bc,1418432,Funk / Soul,2018,2010s
6b1d4232-f45e-412e-9681-9babf7aaaa5d,1375818,Funk / Soul,2018,2010s
d9a2acde-6916-49ec-a48b-a8dbd3f99217,1374709,Funk / Soul,2018,2010s
dc790b55-a0df-4f22-9167-9671432af1b5,1340930,Funk / Soul,2018,2010s
83f5b7c1-3caf-4a76-a1db-156df94aaa24,1336766,Funk / Soul,2018,2010s
1db3aa29-cb7e-486e-bf6b-46cfe9585d88,1455025,Funk / Soul,2018,2010s
c34fb98e-ddf6-4f91-8a96-cd3b478b0d49,1360334,Funk / Soul,2018,2010s
dd345c64-f7b5-44a1-aba5-9f1df6bfe0a9,1453974,Funk / Soul,2018,2010s
a5138f9a-eca0-4f13-ad19-87d5cbc9ba78,1378563,Funk / Soul,2018,2010s
07727bea-6c08-4eea-bb77-c55a6f3c1555,1374366,Funk / Soul,2018,2010s
6cac3a96-2661-4d2b-a253-bef16a559616,1421507,Funk / Soul,2018,2010s
42aa4a5f-22f1-48d0-b743-ea822338079d,1418433,Funk / Soul,2018,2010s
b2cc73b2-0b80-4f59-8782-244b086830e2,1361880,Funk / Soul,2018,2010s
6d6ead6c-3e85-45ce-88a8-8dc9b49e1473,1424365,Funk / Soul,2018,2010s
013b8b30-7465-4a25-8e9e-15c6cef9fc55,1308240,Funk / Soul,2018,2010s
0c2aecc2-7ac8-47d1-b4f4-44d0d5d88a68,1498080,Funk / Soul,2018,2010s
ecddee91-bdd9-4dde-93d9-45789e0f3d75,1454141,Funk / Soul,2018,2010s
d1c2db2a-e952-41c3-8d6c-61f72da7a91b,1307777,Funk / Soul,2018,2010s
2fda0cd0-db31-4448-81f6-4979b5192077,1439704,Funk / Soul,2018,2010s
00974814-f612-4c1c-8b94-5f60be0c988b,1545831,Funk / Soul,2018,2010s
d697fcf1-4a5e-4988-bd13-ae21d85f6722,1437728,Funk / Soul,2018,2010s
c2f03f4d-d5e0-4099-a9d7-7db83b933d39,1472416,Funk / Soul,2018,2010s
0c8c0140-630e-4a61-86bd-1791353ea2b0,1527320,Funk / Soul,2018,2010s
4055f60e-c7db-4e33-ae8b-f51975d12e47,1352546,Funk / Soul,2018,2010s
9c8e3dee-d175-41a6-839c-92682670536d,1430642,Funk / Soul,2018,2010s
8dfa6a22-8718-4cc8-b4e1-d9085bd61f9f,1380823,Funk / Soul,2018,2010s
958600c7-09d8-427c-a383-d23ea2bb857c,1389446,Funk / Soul,2018,2010s
57d84f17-7b18-4800-b7c2-15833b468637,1394491,Funk / Soul,2018,2010s
63fd3f05-7974-455f-8356-68730504a374,1440344,Funk / Soul,2018,2010s
857db798-5c31-4d5f-991a-6667f41d8899,1387765,Funk / Soul,2018,2010s
dc7f8f95-3dd0-4ab9-bb3d-8d928ea0b312,1312347,Funk / Soul,2018,2010s
6556727b-394c-42fb-80ce-177ae9ad9e13,1378196,Funk / Soul,2018,2010s
ed2bd705-f873-4053-906e-4d410fcd0972,1427337,Funk / Soul,2018,2010s
324acbf7-bbd3-41fa-971c-bb1406697232,1424470,Funk / Soul,2018,2010s
8bddc517-1322-40a9-b33b-c65248b52b54,1403861,Funk / Soul,2018,2010s
ce9a4a57-e973-4403-96f4-8bfc706b2b63,1453260,Funk / Soul,2018,2010s
abaa13d8-14ef-4d82-80d2-53ba2c0c9d38,1404991,Funk / Soul,2018,2010s
a656e34b-7237-43e6-93c4-9d3972e3eb8e,1430392,Funk / Soul,2018,2010s
7a39e82d-ae26-43d4-b30a-3c8b11aed76e,1308306,Funk / Soul,2018,2010s
a5d2107d-4c3e-489e-8266-3aed48b1b308,2054446,Funk / Soul,2018,2010s
